Term 1,Term 2,Term 3,frequency of trigram,frequency of context (bigram Term1 + Term2),probability of trigram
a,hacer,algo,1,3,0.3333333333333333
hacer,algo,sin,1,1,1.0
algo,sin,tener,1,1,1.0
sin,tener,el,1,1,1.0
tener,el,visto,1,1,1.0
el,visto,bueno,1,1,1.0
visto,bueno,</s>,1,1,1.0
<s>,"Simon,",se,1,21,0.047619047619047616
"Simon,",se,me,1,1,1.0
se,me,hace,1,3,0.3333333333333333
hace,que,si,1,2,0.5
Hay,que,preguntar,1,3,0.3333333333333333
que,preguntar,si,1,1,1.0
preguntar,si,hay,1,1,1.0
si,hay,un,1,2,0.5
hay,un,maquetado,1,1,1.0
un,maquetado,de,1,1,1.0
maquetado,de,como,1,1,1.0
de,como,esta,1,1,1.0
como,esta,ahorita,1,1,1.0
esta,ahorita,y,1,1,1.0
ahorita,y,copiamos,1,1,1.0
y,copiamos,ese,1,1,1.0
copiamos,ese,y,1,1,1.0
ese,y,lo,1,2,0.5
y,lo,ajustamos,1,4,0.25
lo,ajustamos,</s>,1,1,1.0
ajustamos,</s>,<s>,1,1,1.0
<s>,De,merchants?,1,10,0.1
De,merchants?,</s>,1,1,1.0
<s>,"Ahh,",de,1,2,0.5
"Ahh,",de,services,1,1,1.0
de,services,creo,1,1,1.0
services,creo,</s>,1,1,1.0
<s>,Dejame,valido,1,2,0.5
Dejame,valido,si,1,1,1.0
valido,si,me,1,1,1.0
si,me,deja,1,7,0.14285714285714285
me,deja,entrar,1,1,1.0
<s>,Ahorita,cuales,1,20,0.05
Ahorita,cuales,siguen,1,1,1.0
cuales,siguen,levantados?,1,1,1.0
siguen,levantados?,</s>,1,1,1.0
levantados?,</s>,<s>,1,1,1.0
<s>,Cuales,quieres,1,3,0.3333333333333333
Cuales,quieres,elihu?,1,1,1.0
quieres,elihu?,</s>,1,1,1.0
elihu?,</s>,<s>,1,1,1.0
<s>,O,revisamos,1,28,0.03571428571428571
O,revisamos,todas,1,1,1.0
revisamos,todas,juntos?,1,1,1.0
todas,juntos?,</s>,1,1,1.0
<s>,Le,echo,1,8,0.125
Le,echo,un,1,1,1.0
un,ojo,a,1,2,0.5
ojo,a,la,1,1,1.0
a,la,69,1,19,0.05263157894736842
la,69,</s>,1,1,1.0
69,</s>,<s>,1,1,1.0
<s>,En,que,1,15,0.06666666666666667
En,que,rama,1,1,1.0
que,rama,los,1,1,1.0
rama,los,estas,1,1,1.0
los,estas,resolviendo,1,1,1.0
estas,resolviendo,bro?,1,1,1.0
resolviendo,bro?,</s>,1,1,1.0
<s>,Tons,me,1,4,0.25
Tons,me,jalo,1,1,1.0
me,jalo,una,1,1,1.0
jalo,una,de,1,1,1.0
una,de,qa?,1,1,1.0
de,qa?,</s>,1,1,1.0
qa?,</s>,<s>,1,1,1.0
<s>,Nos,podemos,1,7,0.14285714285714285
Nos,podemos,subir,1,1,1.0
podemos,subir,a,1,1,1.0
subir,a,un,1,1,1.0
a,un,meet,1,4,0.25
un,meet,Elihu?,1,1,1.0
meet,Elihu?,y,1,1,1.0
Elihu?,y,revisar,1,1,1.0
y,revisar,juntos?,1,1,1.0
revisar,juntos?,</s>,1,1,1.0
Porque,no,le,1,2,0.5
no,le,entiendo,1,4,0.25
le,entiendo,bien,1,1,1.0
entiendo,bien,al,1,1,1.0
bien,al,vue,1,1,1.0
al,vue,mano,1,1,1.0
vue,mano,</s>,1,1,1.0
<s>,"Simon,",vente,1,21,0.047619047619047616
"Simon,",vente,jaja,1,1,1.0
vente,jaja,</s>,1,1,1.0
Ya,le,anduve,1,2,0.5
le,anduve,buscando,1,1,1.0
anduve,buscando,y,1,1,1.0
buscando,y,ni,1,1,1.0
y,ni,encontre,1,1,1.0
ni,encontre,donde,1,1,1.0
encontre,donde,hay,1,1,1.0
donde,hay,que,1,1,1.0
hay,que,moverle,1,6,0.16666666666666666
que,moverle,xd,1,1,1.0
moverle,xd,</s>,1,1,1.0
Que,onda,"banda,",1,6,0.16666666666666666
onda,"banda,",creo,1,1,1.0
"banda,",creo,que,1,1,1.0
creo,que,ya,1,14,0.07142857142857142
que,ya,quedo,1,9,0.1111111111111111
ya,quedo,el,1,2,0.5
quedo,el,"back,",1,1,1.0
el,"back,",pero,1,1,1.0
"back,",pero,no,1,1,1.0
no,se,como,1,10,0.1
se,como,probarlo,1,1,1.0
como,probarlo,en,1,1,1.0
probarlo,en,mi,1,1,1.0
en,mi,local,1,5,0.2
mi,local,</s>,1,1,1.0
local,</s>,<s>,1,1,1.0
<s>,Como,le,1,7,0.14285714285714285
Como,le,hago?,1,1,1.0
"No,",si,le,1,3,0.3333333333333333
si,le,doy,1,5,0.2
le,doy,"correr,",1,1,1.0
doy,"correr,",me,1,1,1.0
"correr,",me,marca,1,1,1.0
me,marca,error,1,1,1.0
marca,error,en,1,1,1.0
error,en,las,1,1,1.0
en,las,conexiones,1,2,0.5
las,conexiones,de,1,1,1.0
conexiones,de,postgresql,1,1,1.0
de,postgresql,</s>,1,1,1.0
postgresql,</s>,<s>,1,1,1.0
<s>,Igual,murio,1,6,0.16666666666666666
Igual,murio,</s>,1,1,1.0
murio,</s>,<s>,1,1,1.0
</s>,<s>,"Vava,",1,1592,0.000628140703517588
<s>,"Vava,",de,1,1,1.0
"Vava,",de,todas,1,1,1.0
de,todas,formas,1,1,1.0
todas,formas,ya,1,1,1.0
formas,ya,le,1,1,1.0
ya,le,pregunte,1,6,0.16666666666666666
le,pregunte,a,1,2,0.5
pregunte,a,Lalo,1,1,1.0
a,Lalo,</s>,1,1,1.0
Lalo,</s>,<s>,1,1,1.0
<s>,"Simon,",ahorita,1,21,0.047619047619047616
"Simon,",ahorita,lo,1,1,1.0
ahorita,lo,checo,1,3,0.3333333333333333
Ahorita,lo,checo,1,3,0.3333333333333333
</s>,<s>,Toy,1,1592,0.000628140703517588
<s>,Toy,en,1,1,1.0
Toy,en,clade,1,1,1.0
en,clade,</s>,1,1,1.0
clade,</s>,<s>,1,1,1.0
O,a,ver,1,2,0.5
<s>,",",dame,1,4,0.25
",",dame,2,1,1,1.0
dame,2,dejame,1,1,1.0
2,dejame,lo,1,1,1.0
dejame,lo,convierto,1,1,1.0
lo,convierto,a,1,1,1.0
convierto,a,como,1,1,1.0
a,como,va,1,1,1.0
como,va,el,1,1,1.0
va,el,original,1,1,1.0
el,original,pero,1,1,1.0
original,pero,con,1,1,1.0
pero,con,los,1,1,1.0
con,los,puros,1,3,0.3333333333333333
los,puros,que,1,1,1.0
puros,que,corresponden,1,1,1.0
que,corresponden,al,1,1,1.0
corresponden,al,producto,1,1,1.0
al,producto,</s>,1,1,1.0
producto,</s>,<s>,1,1,1.0
<s>,"Simon,",si,1,21,0.047619047619047616
"Simon,",si,lo,1,1,1.0
si,lo,logre,1,6,0.16666666666666666
lo,logre,jaja,1,1,1.0
logre,jaja,</s>,1,1,1.0
<s>,Le,faltaba,1,8,0.125
Le,faltaba,certificado,1,1,1.0
faltaba,certificado,tambien,1,1,1.0
certificado,tambien,</s>,1,1,1.0
<s>,Ese,ahorita,1,5,0.2
Ese,ahorita,te,1,1,1.0
ahorita,te,lo,1,2,0.5
te,lo,paso,1,3,0.3333333333333333
lo,paso,bro,1,2,0.5
paso,bro,</s>,1,1,1.0
Y,ya,nomas,1,3,0.3333333333333333
ya,nomas,le,1,1,1.0
nomas,le,pones,1,2,0.5
le,pones,la,1,1,1.0
pones,la,ruta,1,1,1.0
la,ruta,donde,1,1,1.0
ruta,donde,lo,1,1,1.0
donde,lo,dejes,1,1,1.0
lo,dejes,en,1,1,1.0
dejes,en,el,1,1,1.0
en,el,yml,1,24,0.041666666666666664
el,yml,</s>,1,1,1.0
yml,</s>,<s>,1,1,1.0
</s>,<s>,"Listo,",1,1592,0.000628140703517588
<s>,"Listo,",ya,1,1,1.0
"Listo,",ya,quedo,1,1,1.0
ya,quedo,"caon,",1,2,0.5
quedo,"caon,",ahorita,1,1,1.0
"caon,",ahorita,subo,1,1,1.0
ahorita,subo,los,1,1,1.0
subo,los,cambios,1,1,1.0
los,cambios,a,1,2,0.5
cambios,a,mi,1,1,1.0
a,mi,rama,1,12,0.08333333333333333
mi,rama,y,1,1,1.0
rama,y,te,1,1,1.0
y,te,envio,1,1,1.0
te,envio,el,1,1,1.0
envio,el,mr,1,1,1.0
el,mr,Hugo?,1,3,0.3333333333333333
mr,Hugo?,</s>,1,1,1.0
O,como,le,1,2,0.5
como,le,hago?,1,3,0.3333333333333333
<s>,Se,descarga,1,13,0.07692307692307693
Se,descarga,de,1,1,1.0
descarga,de,qa,1,1,1.0
<s>,Es,</s>,1,27,0.037037037037037035
Es,</s>,<s>,1,1,1.0
No,"jaja,",le,1,2,0.5
"jaja,",le,pregunte,1,1,1.0
le,pregunte,al,1,2,0.5
pregunte,al,Esteban,1,1,1.0
al,Esteban,</s>,1,1,1.0
Esteban,</s>,<s>,1,1,1.0
<s>,Pues,mientras,1,11,0.09090909090909091
Pues,mientras,apunte,1,1,1.0
mientras,apunte,a,1,1,1.0
apunte,a,qa,1,1,1.0
a,qa,no,1,1,1.0
qa,no,Hugo?,1,1,1.0
no,Hugo?,</s>,1,1,1.0
<s>,Ah,"simon,",1,21,0.047619047619047616
Ah,"simon,",tengo,1,1,1.0
"simon,",tengo,que,1,1,1.0
tengo,que,subir,1,5,0.2
que,subir,y,1,1,1.0
subir,y,hacer,1,1,1.0
y,hacer,qa,1,1,1.0
hacer,qa,no?,1,1,1.0
qa,no?,</s>,1,1,1.0
<s>,"No,",lo,1,21,0.047619047619047616
"No,",lo,deje,1,1,1.0
lo,deje,comentado,1,2,0.5
deje,comentado,</s>,1,1,1.0
comentado,</s>,<s>,1,1,1.0
</s>,<s>,Asi,1,1592,0.000628140703517588
<s>,Asi,como,1,1,1.0
Asi,como,lo,1,1,1.0
como,lo,clone,1,3,0.3333333333333333
lo,clone,asi,1,1,1.0
clone,asi,lo,1,1,1.0
asi,lo,"deje,",1,2,0.5
lo,"deje,",nomas,1,1,1.0
"deje,",nomas,le,1,1,1.0
nomas,le,puse,1,2,0.5
le,puse,el,1,1,1.0
puse,el,comentario,1,1,1.0
el,comentario,</s>,1,1,1.0
comentario,</s>,<s>,1,1,1.0
<s>,Y,ahora,1,33,0.030303030303030304
Y,ahora,que,1,1,1.0
ahora,que,procede?,1,1,1.0
que,procede?,</s>,1,1,1.0
procede?,</s>,<s>,1,1,1.0
<s>,Pus,segun,1,4,0.25
Pus,segun,esto,1,1,1.0
segun,esto,ya,1,1,1.0
esto,ya,prendio,1,1,1.0
ya,prendio,</s>,1,1,1.0
prendio,</s>,<s>,1,1,1.0
</s>,<s>,tu,1,1592,0.000628140703517588
<s>,tu,</s>,1,1,1.0
Simon,bro,</s>,1,2,0.5
</s>,<s>,Seria,1,1592,0.000628140703517588
<s>,Seria,este,1,1,1.0
Seria,este,</s>,1,1,1.0
<s>,Porque,ahorita,1,12,0.08333333333333333
Porque,ahorita,si,1,1,1.0
ahorita,si,jala,1,1,1.0
si,jala,con,1,1,1.0
jala,con,la,1,1,1.0
con,la,que,1,8,0.125
la,que,"estaba,",1,3,0.3333333333333333
que,"estaba,",falta,1,1,1.0
"estaba,",falta,ver,1,1,1.0
falta,ver,que,1,1,1.0
ver,que,jale,1,4,0.25
que,jale,chido,1,1,1.0
jale,chido,con,1,1,1.0
chido,con,el,1,1,1.0
con,el,nuevo,1,9,0.1111111111111111
el,nuevo,param,1,3,0.3333333333333333
nuevo,param,</s>,1,1,1.0
param,</s>,<s>,1,1,1.0
<s>,si,"jala,",1,8,0.125
si,"jala,",ya,1,1,1.0
"jala,",ya,probe,1,1,1.0
ya,probe,desde,1,1,1.0
probe,desde,el,1,1,1.0
desde,el,navegador,1,1,1.0
el,navegador,</s>,1,1,1.0
navegador,</s>,<s>,1,1,1.0
nomas,que,quede,1,2,0.5
que,quede,el,1,1,1.0
quede,el,front,1,1,1.0
el,front,y,1,3,0.3333333333333333
front,y,se,1,1,1.0
y,se,pasa,1,2,0.5
se,pasa,a,1,1,1.0
pasa,a,retest,1,1,1.0
a,retest,no?,1,1,1.0
retest,no?,</s>,1,1,1.0
<s>,Cuales,faltan?,1,3,0.3333333333333333
Cuales,faltan?,</s>,1,1,1.0
faltan?,</s>,<s>,1,1,1.0
<s>,No,pues,1,51,0.0196078431372549
No,pues,ya,1,1,1.0
pues,ya,fuimo,1,1,1.0
ya,fuimo,</s>,1,1,1.0
fuimo,</s>,<s>,1,1,1.0
<s>,"Simon,",nomas,1,21,0.047619047619047616
"Simon,",nomas,les,1,1,1.0
nomas,les,di,1,2,0.5
les,di,como,1,1,1.0
di,como,esperanza,1,1,1.0
como,esperanza,que,1,1,1.0
esperanza,que,ya,1,1,1.0
que,ya,esta,1,9,0.1111111111111111
ya,esta,avanzado,1,2,0.5
esta,avanzado,</s>,1,1,1.0
avanzado,</s>,<s>,1,1,1.0
</s>,<s>,Justo,1,1592,0.000628140703517588
<s>,Justo,es,1,1,1.0
Justo,es,lo,1,1,1.0
lo,que,estamos,1,12,0.08333333333333333
que,estamos,probando,1,1,1.0
estamos,probando,Elihu,1,1,1.0
probando,Elihu,y,1,1,1.0
Elihu,y,yo,1,1,1.0
y,yo,xd,1,3,0.3333333333333333
yo,xd,</s>,1,1,1.0
Por,eso,nomas,1,2,0.5
eso,nomas,les,1,1,1.0
nomas,les,dije,1,2,0.5
les,dije,que,1,1,1.0
dije,que,ya,1,1,1.0
que,ya,estaba,1,9,0.1111111111111111
ya,estaba,avanzado,1,1,1.0
estaba,avanzado,jaja,1,1,1.0
avanzado,jaja,</s>,1,1,1.0
<s>,"Noma,",son,1,2,0.5
"Noma,",son,un,1,1,1.0
son,un,chingo,1,1,1.0
chingo,de,cosas,1,2,0.5
de,cosas,mano,1,1,1.0
cosas,mano,</s>,1,1,1.0
<s>,Ese,cual,1,5,0.2
Ese,cual,es?,1,1,1.0
cual,es?,</s>,1,1,1.0
<s>,"Ahh,",ese,1,2,0.5
"Ahh,",ese,es,1,1,1.0
es,el,GSC-24569,1,14,0.07142857142857142
el,GSC-24569,</s>,1,1,1.0
GSC-24569,</s>,<s>,1,1,1.0
nomas,que,Elihu,1,2,0.5
que,Elihu,haga,1,1,1.0
Elihu,haga,el,1,1,1.0
haga,el,mr,1,1,1.0
el,mr,para,1,3,0.3333333333333333
mr,para,QA,1,1,1.0
para,QA,para,1,1,1.0
QA,para,que,1,1,1.0
para,que,lo,1,5,0.2
que,lo,apruebes,1,6,0.16666666666666666
lo,apruebes,</s>,1,1,1.0
apruebes,</s>,<s>,1,1,1.0
<s>,Una,"pregunta,",1,4,0.25
Una,"pregunta,",si,1,1,1.0
"pregunta,",si,se,1,1,1.0
si,se,quieren,1,4,0.25
se,quieren,comenzar,1,1,1.0
quieren,comenzar,nuevos,1,1,1.0
comenzar,nuevos,desarrollos,1,1,1.0
nuevos,desarrollos,pero,1,1,1.0
desarrollos,pero,se,1,1,1.0
pero,se,sacan,1,2,0.5
se,sacan,de,1,1,1.0
sacan,de,"dev,",1,1,1.0
de,"dev,",se,1,1,1.0
"dev,",se,tiene,1,1,1.0
se,tiene,que,1,1,1.0
tiene,que,hacer,1,3,0.3333333333333333
que,hacer,merge,1,3,0.3333333333333333
hacer,merge,primero,1,1,1.0
merge,primero,de,1,1,1.0
primero,de,qa,1,1,1.0
de,qa,a,1,3,0.3333333333333333
qa,a,dev,1,1,1.0
<s>,Para,homologar,1,13,0.07692307692307693
Para,homologar,los,1,1,1.0
homologar,los,cambios?,1,1,1.0
los,cambios?,</s>,1,1,1.0
<s>,Esa,nomas,1,3,0.3333333333333333
Esa,nomas,es,1,1,1.0
nomas,es,duda,1,2,0.5
es,duda,</s>,1,1,1.0
duda,</s>,<s>,1,1,1.0
que,"va,",porque,1,2,0.5
"va,",porque,si,1,1,1.0
porque,si,no,1,1,1.0
si,no,luego,1,5,0.2
no,luego,se,1,1,1.0
luego,se,van,1,1,1.0
se,van,a,1,2,0.5
van,a,planchar,1,6,0.16666666666666666
a,planchar,los,1,1,1.0
planchar,los,cambios,1,1,1.0
los,cambios,caon,1,2,0.5
cambios,caon,</s>,1,1,1.0
<s>,Pues,"si,",1,11,0.09090909090909091
Pues,"si,",siempre,1,1,1.0
"si,",siempre,sacan,1,1,1.0
siempre,sacan,ramas,1,1,1.0
sacan,ramas,de,1,1,1.0
ramas,de,qa,1,1,1.0
<s>,Cuando,acabemos,1,3,0.3333333333333333
Cuando,acabemos,los,1,1,1.0
acabemos,los,defectos,1,1,1.0
los,defectos,le,1,1,1.0
defectos,le,pregunto,1,1,1.0
le,pregunto,a,1,1,1.0
pregunto,a,carlos,1,1,1.0
a,carlos,jaja,1,1,1.0
carlos,jaja,</s>,1,1,1.0
"Si,",pero,al,1,4,0.25
pero,al,final,1,1,1.0
al,final,de,1,2,0.5
final,de,todos,1,1,1.0
de,todos,"esos,",1,1,1.0
todos,"esos,",ya,1,1,1.0
"esos,",ya,se,1,1,1.0
ya,se,hace,1,2,0.5
se,hace,el,1,1,1.0
hace,el,merge,1,2,0.5
el,merge,a,1,1,1.0
merge,a,dev,1,1,1.0
<s>,Y,en,1,33,0.030303030303030304
Y,en,"teoria,",1,1,1.0
en,"teoria,",nadie,1,1,1.0
"teoria,",nadie,mas,1,1,1.0
nadie,mas,deberia,1,1,1.0
mas,deberia,de,1,1,1.0
deberia,de,estar,1,2,0.5
de,estar,trabajando,1,1,1.0
estar,trabajando,en,1,1,1.0
trabajando,en,una,1,2,0.5
en,una,rama,1,4,0.25
una,rama,basada,1,1,1.0
rama,basada,en,1,1,1.0
basada,en,dev,1,1,1.0
en,dev,</s>,1,1,1.0
dev,</s>,<s>,1,1,1.0
Porque,si,planchamos,1,2,0.5
si,planchamos,dev,1,1,1.0
planchamos,dev,con,1,1,1.0
dev,con,qa,1,2,0.5
con,qa,y,1,1,1.0
qa,y,luego,1,1,1.0
y,luego,dev,1,1,1.0
luego,dev,con,1,1,1.0
dev,con,esa,1,2,0.5
con,esa,"rama,",1,1,1.0
esa,"rama,",valio,1,1,1.0
"rama,",valio,queso,1,1,1.0
valio,queso,no?,1,1,1.0
queso,no?,</s>,1,1,1.0
</s>,<s>,Duerman,1,1592,0.000628140703517588
<s>,Duerman,a,1,1,1.0
Duerman,a,dev,1,1,1.0
a,dev,xd,1,3,0.3333333333333333
dev,xd,</s>,1,1,1.0
Es,que,segun,1,14,0.07142857142857142
que,segun,yo,1,1,1.0
segun,yo,no,1,1,1.0
yo,no,esta,1,1,1.0
no,esta,detenido,1,1,1.0
esta,detenido,</s>,1,1,1.0
detenido,</s>,<s>,1,1,1.0
<s>,De,hecho,1,10,0.1
De,hecho,esta,1,1,1.0
hecho,esta,en,1,1,1.0
esta,en,pruebas,1,3,0.3333333333333333
en,pruebas,internas,1,1,1.0
pruebas,internas,ahi,1,1,1.0
internas,ahi,en,1,1,1.0
ahi,en,el,1,1,1.0
en,el,trello,1,24,0.041666666666666664
el,trello,</s>,1,1,1.0
trello,</s>,<s>,1,1,1.0
"Simon,",yo,tambien,1,4,0.25
yo,tambien,creo,1,1,1.0
tambien,creo,que,1,1,1.0
que,no,nos,1,17,0.058823529411764705
no,nos,toca,1,2,0.5
nos,toca,</s>,1,2,0.5
toca,</s>,<s>,1,1,1.0
<s>,Dejame,pregunto,1,2,0.5
Dejame,pregunto,en,1,1,1.0
el,grupo,de,1,4,0.25
grupo,de,Carlos,1,1,1.0
de,Carlos,que,1,1,1.0
Carlos,que,si,1,1,1.0
que,si,tienen,1,14,0.07142857142857142
si,tienen,el,1,1,1.0
tienen,el,documento,1,1,1.0
el,documento,de,1,1,1.0
documento,de,los,1,1,1.0
de,los,requerimientos,1,8,0.125
los,requerimientos,de,1,2,0.5
requerimientos,de,ese,1,1,1.0
de,ese,modulo,1,2,0.5
ese,modulo,</s>,1,1,1.0
modulo,</s>,<s>,1,1,1.0
<s>,Para,comparar,1,13,0.07692307692307693
Para,comparar,</s>,1,1,1.0
comparar,</s>,<s>,1,1,1.0
<s>,nos,puedes,1,2,0.5
nos,puedes,pasar,1,1,1.0
puedes,pasar,que,1,1,1.0
pasar,que,otras,1,1,1.0
que,otras,incidencias,1,1,1.0
otras,incidencias,tenemos,1,1,1.0
incidencias,tenemos,abiertas?,1,1,1.0
tenemos,abiertas?,</s>,1,1,1.0
abiertas?,</s>,<s>,1,1,1.0
<s>,Ya,hiciste,1,78,0.01282051282051282
Ya,hiciste,el,1,1,1.0
hiciste,el,mr,1,1,1.0
el,mr,de,1,3,0.3333333333333333
mr,de,front?,1,1,1.0
de,front?,</s>,1,1,1.0
front?,</s>,<s>,1,1,1.0
<s>,Se,tiene,1,13,0.07692307692307693
Se,tiene,que,1,1,1.0
tiene,que,prender,1,3,0.3333333333333333
que,prender,también,1,1,1.0
prender,también,en,1,1,1.0
también,en,el,1,1,1.0
en,el,jenkins,1,24,0.041666666666666664
el,jenkins,@5215567397909,1,1,1.0
jenkins,@5215567397909,?,1,1,1.0
@5215567397909,?,</s>,1,1,1.0
"Simon,",yo,si,1,4,0.25
yo,si,</s>,1,2,0.5
"Simon,",lo,checamos,1,2,0.5
lo,checamos,10:30?,1,3,0.3333333333333333
checamos,10:30?,</s>,1,1,1.0
10:30?,</s>,<s>,1,1,1.0
</s>,<s>,Denme,1,1592,0.000628140703517588
<s>,Denme,5,1,1,1.0
Denme,5,chavos,1,1,1.0
5,chavos,</s>,1,1,1.0
<s>,Ya,mande,1,78,0.01282051282051282
Ya,mande,a,1,1,1.0
mande,a,re-test,1,1,1.0
a,re-test,el,1,1,1.0
re-test,el,que,1,1,1.0
el,que,resolvió,1,7,0.14285714285714285
que,resolvió,jon,1,1,1.0
resolvió,jon,</s>,1,1,1.0
jon,</s>,<s>,1,1,1.0
<s>,Y,esperar,1,33,0.030303030303030304
Y,esperar,el,1,1,1.0
esperar,el,de,1,1,1.0
el,de,gaby,1,7,0.14285714285714285
de,gaby,</s>,1,1,1.0
gaby,</s>,<s>,1,1,1.0
<s>,Cual,me,1,2,0.5
Cual,me,aviento,1,1,1.0
me,aviento,</s>,1,1,1.0
aviento,</s>,<s>,1,1,1.0
<s>,Ahorita,no,1,20,0.05
Ahorita,no,jaja,1,1,1.0
no,jaja,</s>,1,1,1.0
que,si,bro,1,14,0.07142857142857142
si,bro,</s>,1,1,1.0
Que,onda,"Hugo,",1,6,0.16666666666666666
onda,"Hugo,",mañana,1,1,1.0
"Hugo,",mañana,me,1,1,1.0
mañana,me,apruebas,1,2,0.5
me,apruebas,este,1,1,1.0
apruebas,este,request,1,1,1.0
este,request,porfa?,1,1,1.0
request,porfa?,</s>,1,1,1.0
Es,para,quitar,1,2,0.5
para,quitar,lo,1,1,1.0
quitar,lo,del,1,1,1.0
del,defecto,GSC-24606,1,2,0.5
defecto,GSC-24606,</s>,1,1,1.0
GSC-24606,</s>,<s>,1,1,1.0
</s>,<s>,Estuvo,1,1592,0.000628140703517588
<s>,Estuvo,facil,1,1,1.0
Estuvo,facil,porque,1,1,1.0
facil,porque,no,1,1,1.0
porque,no,estaba,1,1,1.0
no,estaba,dinamico,1,1,1.0
estaba,dinamico,esa,1,1,1.0
dinamico,esa,"cosa,",1,1,1.0
esa,"cosa,",esa,1,1,1.0
"cosa,",esa,en,1,1,1.0
esa,en,un,1,2,0.5
en,un,layout,1,3,0.3333333333333333
un,layout,</s>,1,1,1.0
layout,</s>,<s>,1,1,1.0
</s>,<s>,puedes,1,1592,0.000628140703517588
<s>,puedes,checar,1,1,1.0
puedes,checar,lo,1,1,1.0
checar,lo,que,1,1,1.0
que,dijeron,en,1,2,0.5
dijeron,en,el,1,1,1.0
el,grupo,porfa?,1,4,0.25
grupo,porfa?,</s>,1,1,1.0
Que,ya,no,1,2,0.5
ya,no,bro,1,7,0.14285714285714285
no,bro,jaja,1,1,1.0
<s>,A,"caray,",1,23,0.043478260869565216
A,"caray,",no,1,1,1.0
"caray,",no,me,1,1,1.0
no,me,acu3rdo,1,4,0.25
me,acu3rdo,de,1,1,1.0
acu3rdo,de,esa,1,1,1.0
de,esa,jeje,1,1,1.0
esa,jeje,</s>,1,1,1.0
Hay,que,rezar,1,3,0.3333333333333333
que,rezar,caon,1,1,1.0
rezar,caon,</s>,1,1,1.0
Eso,es,lo,1,3,0.3333333333333333
lo,que,no,1,12,0.08333333333333333
que,no,"se,",1,17,0.058823529411764705
no,"se,",ahorita,1,1,1.0
"se,",ahorita,pregunto,1,1,1.0
ahorita,pregunto,</s>,1,1,1.0
pregunto,</s>,<s>,1,1,1.0
<s>,Deja,pregunto,1,6,0.16666666666666666
Deja,pregunto,en,1,1,1.0
</s>,<s>,quieres,1,1592,0.000628140703517588
<s>,quieres,que,1,1,1.0
quieres,que,revisemos,1,1,1.0
que,revisemos,lo,1,1,1.0
revisemos,lo,del,1,1,1.0
del,defecto,que,1,2,0.5
defecto,que,me,1,1,1.0
que,me,comentaste,1,6,0.16666666666666666
me,comentaste,el,1,1,1.0
comentaste,el,viernes?,1,1,1.0
el,viernes?,</s>,1,1,1.0
viernes?,</s>,<s>,1,1,1.0
<s>,Ahorita,terminando,1,20,0.05
Ahorita,terminando,la,1,1,1.0
terminando,la,junta,1,1,1.0
la,junta,</s>,1,1,1.0
junta,</s>,<s>,1,1,1.0
<s>,O,despues,1,28,0.03571428571428571
O,despues,de,1,1,1.0
despues,de,comer?,1,3,0.3333333333333333
de,comer?,</s>,1,1,1.0
comer?,</s>,<s>,1,1,1.0
<s>,Me,avisan,1,12,0.08333333333333333
Me,avisan,chavos,1,1,1.0
avisan,chavos,</s>,1,1,1.0
<s>,"Vale,",simon,1,3,0.3333333333333333
"Vale,",simon,</s>,1,1,1.0
simon,</s>,<s>,1,1,1.0
No,"jaja,",si,1,2,0.5
"jaja,",si,quieren,1,1,1.0
si,quieren,lo,1,1,1.0
quieren,lo,agendo,1,1,1.0
se,las,puse,1,2,0.5
las,puse,en,1,1,1.0
puse,en,el,1,1,1.0
el,calendario,jaja,1,2,0.5
calendario,jaja,</s>,1,1,1.0
<s>,Gracias,tia!,1,18,0.05555555555555555
Gracias,tia!,</s>,1,1,1.0
tia!,</s>,<s>,1,1,1.0
</s>,<s>,😘,1,1592,0.000628140703517588
<s>,😘,</s>,1,1,1.0
</s>,<s>,Cortaron,1,1592,0.000628140703517588
<s>,Cortaron,la,1,1,1.0
Cortaron,la,línea,1,1,1.0
la,línea,de,1,1,1.0
línea,de,la,1,1,1.0
de,la,casa,1,13,0.07692307692307693
No,"sé,",salí,1,3,0.3333333333333333
"sé,",salí,con,1,1,1.0
salí,con,una,1,1,1.0
con,una,chava,1,2,0.5
una,chava,</s>,1,1,1.0
chava,</s>,<s>,1,1,1.0
<s>,Ya,llegué,1,78,0.01282051282051282
Ya,llegué,</s>,1,1,1.0
llegué,</s>,<s>,1,1,1.0
<s>,Por,si,1,7,0.14285714285714285
Por,si,quieres,1,1,1.0
si,quieres,hablar,1,6,0.16666666666666666
quieres,hablar,con,1,1,1.0
hablar,con,mi,1,1,1.0
con,mi,abuela,1,2,0.5
mi,abuela,</s>,1,1,1.0
abuela,</s>,<s>,1,1,1.0
Ya,esta,con,1,2,0.5
esta,con,mi,1,1,1.0
con,mi,abuela?,1,2,0.5
<s>,Mi,mama,1,3,0.3333333333333333
Mi,mama,</s>,1,1,1.0
<s>,Ahorita,veo,1,20,0.05
Ahorita,veo,</s>,1,1,1.0
veo,</s>,<s>,1,1,1.0
<s>,Esa,también,1,3,0.3333333333333333
Esa,también,por,1,1,1.0
también,por,los,1,1,1.0
por,los,dos,1,1,1.0
los,dos,lados?,1,2,0.5
dos,lados?,</s>,1,1,1.0
lados?,</s>,<s>,1,1,1.0
<s>,Tu,cédula,1,2,0.5
Tu,cédula,en,1,1,1.0
